id,城市,观测时间,最高温度,最低温度,白天天气状况,晚间天气状况,白天风力,夜间风力,降水量,紫外线,湿度,能见度,云量
1675,台州,2024-02-24,7.0,2.0,小雨,阴,3-4,3-4,1.0,2.0,82.0,24.0,55.0
1676,濮阳,2024-03-01,8.0,-3.0,多云,晴,1-3,1-3,0.0,1.0,67.0,25.0,0.0
1677,银川,2024-02-28,3.0,-4.0,阴,阴,1-3,1-3,0.0,3.0,43.0,25.0,17.0
1678,台州,2024-02-25,8.0,2.0,多云,多云,3-4,1-3,0.0,5.0,75.0,24.0,25.0
1679,周口,2024-02-24,4.0,-2.0,雨夹雪,多云,1-3,1-3,2.4,5.0,95.0,24.0,64.0
1680,银川,2024-02-29,2.0,-6.0,阴,阴,1-3,1-3,0.0,1.0,42.0,25.0,0.0
1681,台州,2024-02-26,7.0,3.0,小雨,小雨,3-4,1-3,1.0,1.0,86.0,24.0,55.0
1682,周口,2024-02-25,8.0,0.0,多云,阴,1-3,1-3,0.0,5.0,81.0,25.0,0.0
1683,银川,2024-03-01,3.0,-7.0,多云,多云,1-3,1-3,0.0,4.0,41.0,25.0,0.0
1684,台州,2024-02-27,11.0,3.0,小雨,小雨,1-3,1-3,1.0,3.0,93.0,21.0,55.0
1685,周口,2024-02-26,5.0,-1.0,阴,多云,1-3,1-3,0.0,2.0,72.0,25.0,15.0
1686,黄石,2024-02-26,6.0,0.0,小雨,多云,1-3,1-3,3.3,1.0,98.0,1.0,69.0
1687,石嘴山,2024-02-24,-1.0,-14.0,多云,多云,1-3,1-3,0.0,4.0,81.0,24.0,25.0
1688,台州,2024-02-28,11.0,4.0,小到中雨,小雨,1-3,1-3,6.3,1.0,96.0,18.0,85.0
1689,周口,2024-02-27,5.0,0.0,阴,阴,1-3,1-3,0.0,5.0,81.0,25.0,20.0
1690,黄石,2024-02-27,7.0,1.0,阴,小雨,1-3,1-3,0.0,1.0,97.0,16.0,24.0
1691,台州,2024-02-29,16.0,7.0,小到中雨,小雨,3-4,3-4,5.1,1.0,92.0,21.0,80.0
1692,周口,2024-02-28,5.0,0.0,小雪,中雪,1-3,1-3,6.9,1.0,75.0,24.0,30.0
1693,黄石,2024-02-28,6.0,3.0,中雨,中雨,1-3,1-3,6.3,1.0,97.0,1.0,85.0
1694,台州,2024-03-01,10.0,4.0,小雨,阴,3-4,3-4,1.0,1.0,84.0,24.0,55.0
1695,黄石,2024-02-29,6.0,3.0,小雨,小雨,1-3,1-3,2.8,1.0,93.0,19.0,66.0
1696,石嘴山,2024-02-25,1.0,-13.0,多云,阴,1-3,1-3,0.0,2.0,86.0,24.0,0.0
1697,黄石,2024-03-01,6.0,2.0,小雨,阴,1-3,1-3,0.0,1.0,89.0,23.0,25.0
1698,石嘴山,2024-02-26,4.0,-9.0,阴,阴,1-3,1-3,0.0,2.0,83.0,24.0,0.0
1699,咸宁,2024-02-24,0.0,0.0,冻雨,晴,1-3,1-3,3.0,1.0,93.0,13.0,16.0
1700,周口,2024-02-29,3.0,-2.0,小雪,阴,1-3,1-3,1.6,1.0,82.0,24.0,34.0
1701,石嘴山,2024-02-27,3.0,-11.0,多云,多云,1-3,1-3,0.0,4.0,63.0,23.0,1.0
1702,咸宁,2024-02-25,5.0,0.0,阴,小雨,1-3,1-3,0.0,5.0,99.0,1.0,25.0
1703,周口,2024-03-01,7.0,-2.0,多云,多云,1-3,1-3,0.0,5.0,68.0,24.0,25.0
1704,石嘴山,2024-02-28,3.0,-10.0,阴,阴,1-3,1-3,0.0,4.0,49.0,24.0,0.0
1705,咸宁,2024-02-26,5.0,0.0,小雨,多云,1-3,1-3,1.8,1.0,99.0,11.0,60.0
1706,漯河,2024-02-24,4.0,-3.0,多云,多云,1-3,1-3,0.0,5.0,95.0,24.0,4.0
1707,石嘴山,2024-02-29,2.0,-11.0,小雪,阴,1-3,1-3,0.5,1.0,52.0,24.0,0.0
1708,咸宁,2024-02-27,4.0,1.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,5.0,55.0
1709,漯河,2024-02-25,7.0,-1.0,多云,阴,1-3,1-3,0.0,5.0,86.0,25.0,0.0
1710,咸宁,2024-02-28,5.0,3.0,中雨,大雨,1-3,1-3,5.1,1.0,99.0,1.0,80.0
1711,漯河,2024-02-26,5.0,-2.0,阴,阴,1-3,1-3,0.0,2.0,68.0,25.0,17.0
1712,石嘴山,2024-03-01,0.0,-12.0,多云,多云,1-3,1-3,0.0,4.0,48.0,25.0,0.0
1713,咸宁,2024-02-29,5.0,2.0,小雨,小雨,1-3,1-3,6.1,1.0,99.0,1.0,84.0
1714,漯河,2024-02-27,5.0,-1.0,阴,阴,1-3,1-3,0.0,5.0,81.0,23.0,20.0
1715,咸宁,2024-03-01,6.0,2.0,小雨,阴,1-3,1-3,1.0,1.0,94.0,17.0,55.0
1716,漯河,2024-02-28,5.0,1.0,雨夹雪,中雪,1-3,1-3,4.1,1.0,80.0,24.0,40.0
1717,吴忠,2024-02-24,0.0,-7.0,多云,多云,1-3,1-3,0.0,4.0,84.0,24.0,0.0
1718,吴忠,2024-02-25,3.0,-7.0,多云,阴,1-3,1-3,0.0,2.0,89.0,24.0,23.0
1719,漯河,2024-02-29,5.0,-2.0,阴,阴,1-3,1-3,0.0,1.0,79.0,24.0,25.0
1720,温州,2024-02-24,10.0,4.0,小雨,阴,1-3,1-3,1.0,1.0,72.0,24.0,55.0
1721,荆州,2024-02-24,1.0,0.0,晴,晴,1-3,1-3,0.0,1.0,96.0,24.0,3.0
1722,吴忠,2024-02-26,4.0,-5.0,阴,阴,1-3,1-3,0.0,4.0,78.0,24.0,0.0
1723,温州,2024-02-25,11.0,2.0,多云,阴,1-3,1-3,0.0,6.0,71.0,25.0,25.0
1724,荆州,2024-02-25,5.0,0.0,阴,小雨,1-3,1-3,0.0,5.0,99.0,1.0,24.0
1725,吴忠,2024-02-27,6.0,-4.0,多云,多云,1-3,1-3,0.0,4.0,63.0,24.0,25.0
1726,漯河,2024-03-01,8.0,-1.0,多云,多云,1-3,1-3,0.0,5.0,74.0,24.0,23.0
1727,温州,2024-02-26,9.0,3.0,小雨,小雨,1-3,1-3,1.0,3.0,75.0,24.0,55.0
1728,荆州,2024-02-26,6.0,0.0,多云,多云,1-3,1-3,0.0,1.0,92.0,24.0,25.0
1729,驻马店,2024-02-24,1.0,-6.0,多云,多云,1-3,1-3,0.0,5.0,93.0,24.0,0.0
1730,温州,2024-02-27,11.0,5.0,小雨,小雨,1-3,1-3,1.0,3.0,89.0,22.0,55.0
1731,吴忠,2024-02-28,4.0,-3.0,阴,小雪,1-3,1-3,0.0,2.0,52.0,24.0,13.0
1732,温州,2024-02-28,11.0,6.0,小雨,小雨,1-3,1-3,1.0,1.0,89.0,24.0,55.0
1733,荆州,2024-02-27,4.0,1.0,小雨,小雨,1-3,1-3,1.0,2.0,98.0,1.0,55.0
1734,吴忠,2024-02-29,2.0,-6.0,小雪,阴,3-4,1-3,0.6,1.0,54.0,24.0,9.0
1735,驻马店,2024-02-25,5.0,-4.0,晴,阴,1-3,1-3,0.0,5.0,90.0,25.0,0.0
1736,温州,2024-02-29,18.0,8.0,中雨,小雨,1-3,1-3,4.4,4.0,92.0,17.0,75.0
1737,荆州,2024-02-28,4.0,2.0,小雨,中雨,1-3,1-3,2.9,1.0,94.0,18.0,67.0
1738,温州,2024-03-01,11.0,4.0,小雨,阴,1-3,1-3,2.1,1.0,83.0,18.0,62.0
1739,荆州,2024-02-29,7.0,3.0,多云,多云,1-3,1-3,0.0,1.0,89.0,24.0,25.0
1740,驻马店,2024-02-26,3.0,-3.0,阴,多云,1-3,1-3,0.0,2.0,77.0,25.0,16.0
1741,丽水,2024-02-24,5.0,2.0,小雨,小雨,1-3,1-3,1.0,1.0,95.0,12.0,55.0
1742,荆州,2024-03-01,9.0,1.0,多云,多云,1-3,1-3,0.0,2.0,82.0,25.0,25.0
1743,驻马店,2024-02-27,5.0,-2.0,阴,阴,1-3,1-3,0.0,4.0,85.0,16.0,24.0
1744,丽水,2024-02-25,7.0,2.0,阴,阴,1-3,1-3,0.0,3.0,89.0,21.0,25.0
1745,宜昌,2024-02-24,1.0,0.0,多云,晴,1-3,1-3,0.0,1.0,93.0,24.0,3.0
1746,驻马店,2024-02-28,4.0,0.0,小雪,中雪,1-3,1-3,6.8,1.0,91.0,22.0,34.0
1747,丽水,2024-02-26,7.0,4.0,小雨,小雨,1-3,1-3,1.3,2.0,94.0,24.0,57.0
1748,驻马店,2024-02-29,4.0,-1.0,阴,阴,1-3,1-3,0.0,1.0,92.0,21.0,12.0
1749,丽水,2024-02-27,8.0,5.0,小雨,小雨,1-3,1-3,1.0,1.0,98.0,23.0,55.0
1750,宜昌,2024-02-25,6.0,0.0,阴,雨夹雪,1-3,1-3,0.0,5.0,96.0,12.0,24.0
1751,丽水,2024-02-28,9.0,6.0,小雨,小雨,1-3,1-3,5.1,1.0,98.0,4.0,80.0
1752,宜昌,2024-02-26,6.0,-1.0,多云,多云,1-3,1-3,0.0,1.0,91.0,24.0,25.0
1753,驻马店,2024-03-01,7.0,-1.0,多云,多云,1-3,1-3,0.0,2.0,72.0,24.0,25.0
1754,三门峡,2024-02-24,2.0,-2.0,小雪,多云,1-3,1-3,0.8,2.0,84.0,24.0,28.0
1755,丽水,2024-02-29,11.0,6.0,中雨,小雨,1-3,1-3,5.1,1.0,97.0,13.0,80.0
1756,丽水,2024-03-01,9.0,3.0,小雨,阴,1-3,1-3,3.2,1.0,98.0,6.0,69.0
1757,三门峡,2024-02-25,9.0,-3.0,多云,阴,1-3,1-3,0.0,5.0,85.0,24.0,25.0
1758,金华,2024-02-24,4.0,1.0,小雨,小雨,1-3,1-3,1.2,1.0,97.0,6.0,56.0
1759,三门峡,2024-02-26,4.0,-4.0,阴,多云,1-3,1-3,0.0,1.0,83.0,24.0,0.0
1760,金华,2024-02-25,8.0,1.0,阴,小雨,1-3,1-3,0.0,2.0,93.0,17.0,25.0
1761,吴忠,2024-03-01,1.0,-6.0,多云,多云,3-4,1-3,0.0,5.0,50.0,24.0,0.0
1762,三门峡,2024-02-27,8.0,-1.0,阴,阴,1-3,1-3,0.0,5.0,75.0,16.0,14.0
1763,金华,2024-02-26,5.0,2.0,小雨,小雨,1-3,1-3,4.3,1.0,95.0,24.0,75.0
1764,固原,2024-02-24,-2.0,-10.0,多云,多云,1-3,1-3,0.0,2.0,94.0,15.0,0.0
1765,金华,2024-02-27,8.0,3.0,小雨,小雨,1-3,1-3,1.0,1.0,97.0,20.0,55.0
1766,固原,2024-02-25,-1.0,-9.0,多云,小雪,1-3,1-3,0.0,3.0,96.0,3.0,0.0
1767,金华,2024-02-28,8.0,4.0,小到中雨,小雨,1-3,1-3,5.1,1.0,98.0,5.0,80.0
1768,三门峡,2024-02-28,3.0,-1.0,小雪,中雪,1-3,1-3,1.2,1.0,89.0,20.0,28.0
1769,金华,2024-02-29,9.0,6.0,小到中雨,小雨,1-3,1-3,5.1,1.0,97.0,8.0,80.0
1770,三门峡,2024-02-29,4.0,-3.0,阴,多云,1-3,1-3,0.0,1.0,92.0,5.0,0.0
1771,固原,2024-02-26,1.0,-5.0,阴,阴,1-3,1-3,0.0,3.0,90.0,23.0,0.0
1772,金华,2024-03-01,8.0,1.0,小雨,阴,1-3,1-3,1.0,1.0,94.0,16.0,55.0
1773,三门峡,2024-03-01,7.0,-2.0,阴,晴,1-3,1-3,0.0,2.0,76.0,24.0,25.0
1774,固原,2024-02-27,3.0,-4.0,多云,多云,1-3,1-3,0.0,5.0,96.0,1.0,16.0
1775,衢州,2024-02-24,4.0,2.0,小雨,小雨,1-3,1-3,1.0,1.0,95.0,19.0,55.0
1776,固原,2024-02-28,0.0,-6.0,阴,小雪,1-3,1-3,0.0,1.0,96.0,1.0,0.0
1777,衢州,2024-02-25,7.0,2.0,小雨,小雨,1-3,3-4,1.0,2.0,95.0,17.0,55.0
1778,衢州,2024-02-26,4.0,2.0,小雨,小雨,3-4,1-3,5.1,1.0,94.0,23.0,80.0
1779,济源,2024-02-24,6.0,-3.0,小雪,多云,1-3,1-3,0.7,3.0,80.0,24.0,40.0
1780,衢州,2024-02-27,8.0,4.0,小雨,小雨,1-3,3-4,1.0,1.0,98.0,8.0,55.0
1781,济源,2024-02-25,9.0,-1.0,多云,阴,1-3,1-3,0.0,4.0,84.0,25.0,25.0
1782,衢州,2024-02-28,8.0,5.0,小到中雨,小到中雨,1-3,1-3,5.1,2.0,99.0,2.0,80.0
1783,宜昌,2024-02-27,4.0,0.0,阴,小雨,1-3,1-3,0.0,2.0,97.0,1.0,25.0
1784,衢州,2024-02-29,10.0,6.0,中雨,小雨,1-3,1-3,6.3,1.0,96.0,13.0,85.0
1785,固原,2024-02-29,-2.0,-9.0,小雪,阴,1-3,1-3,0.6,1.0,97.0,1.0,0.0
1786,宜昌,2024-02-28,4.0,2.0,小雨,雨夹雪,1-3,1-3,1.0,1.0,94.0,20.0,55.0
1787,衢州,2024-03-01,9.0,3.0,小雨,阴,1-3,1-3,1.0,1.0,97.0,14.0,55.0
1788,固原,2024-03-01,-1.0,-9.0,多云,多云,1-3,1-3,0.0,5.0,84.0,24.0,0.0
1789,宜昌,2024-02-29,7.0,2.0,多云,多云,1-3,1-3,0.0,1.0,87.0,24.0,25.0
1790,舟山,2024-02-24,5.0,1.0,小雨,小雨,4-5,5-6,1.7,1.0,78.0,23.0,60.0
1791,舟山,2024-02-25,5.0,1.0,阴,阴,5-6,4-5,0.0,2.0,82.0,24.0,25.0
1792,中卫,2024-02-24,1.0,-10.0,多云,多云,1-3,1-3,0.0,4.0,82.0,25.0,0.0
1793,舟山,2024-02-26,7.0,4.0,小雨,阴,3-4,3-4,1.0,1.0,78.0,24.0,55.0
1794,宜昌,2024-03-01,10.0,2.0,阴,多云,1-3,1-3,0.0,3.0,85.0,24.0,25.0
1795,中卫,2024-02-25,2.0,-9.0,多云,阴,1-3,1-3,0.0,2.0,94.0,9.0,25.0
1796,舟山,2024-02-27,9.0,5.0,阴,小雨,1-3,1-3,0.0,5.0,93.0,24.0,25.0
1797,恩施,2024-02-24,4.0,3.0,小雨,阴,1-3,1-3,1.1,1.0,89.0,7.0,56.0
1798,中卫,2024-02-26,6.0,-6.0,阴,阴,1-3,1-3,0.0,2.0,76.0,24.0,0.0
1799,舟山,2024-02-28,10.0,6.0,小到中雨,小到中雨,3-4,1-3,6.3,1.0,97.0,7.0,85.0
1800,恩施,2024-02-25,7.0,3.0,阴,雨夹雪,1-3,1-3,0.0,1.0,98.0,1.0,25.0
1801,济源,2024-02-26,6.0,-2.0,多云,多云,1-3,1-3,0.0,2.0,69.0,24.0,1.0
1802,舟山,2024-02-29,10.0,6.0,小到中雨,小雨,4-5,4-5,19.5,1.0,79.0,24.0,100.0
1803,济源,2024-02-27,7.0,0.0,多云,阴,1-3,1-3,0.0,5.0,68.0,25.0,20.0
1804,舟山,2024-03-01,8.0,4.0,阴,阴,4-5,4-5,0.0,4.0,67.0,25.0,25.0
1805,恩施,2024-02-26,7.0,3.0,阴,阴,1-3,1-3,0.0,1.0,97.0,1.0,25.0
1806,济源,2024-02-28,5.0,0.0,阴,小雪,1-3,1-3,0.0,1.0,93.0,6.0,23.0
1807,合肥,2024-02-24,1.0,-4.0,小雪,晴,1-3,1-3,1.5,1.0,96.0,20.0,0.0
1808,恩施,2024-02-27,7.0,3.0,阴,小雨,1-3,1-3,0.0,1.0,95.0,8.0,25.0
1809,济源,2024-02-29,8.0,-2.0,阴,阴,1-3,1-3,0.0,2.0,72.0,13.0,10.0
1810,合肥,2024-02-25,6.0,-1.0,晴,阴,1-3,1-3,0.0,5.0,90.0,25.0,0.0
1811,合肥,2024-02-26,4.0,-2.0,阴,多云,1-3,1-3,0.0,1.0,90.0,24.0,24.0
1812,恩施,2024-02-28,7.0,5.0,小雨,小雨,1-3,1-3,1.0,1.0,99.0,1.0,55.0
1813,合肥,2024-02-27,5.0,-1.0,阴,阴,1-3,1-3,0.0,2.0,86.0,21.0,25.0
1814,济源,2024-03-01,7.0,-4.0,阴,晴,1-3,1-3,0.0,1.0,77.0,24.0,25.0
1815,恩施,2024-02-29,7.0,5.0,阴,雨夹雪,1-3,1-3,0.0,1.0,99.0,2.0,25.0
1816,合肥,2024-02-28,5.0,2.0,小雨,小雨,1-3,1-3,3.0,1.0,98.0,5.0,68.0
1817,恩施,2024-03-01,7.0,4.0,阴,阴,1-3,1-3,1.0,1.0,95.0,10.0,55.0
1818,合肥,2024-02-29,4.0,2.0,小雨,小雨,1-3,1-3,1.1,1.0,90.0,13.0,55.0
1819,十堰,2024-02-24,5.0,0.0,多云,晴,1-3,1-3,0.0,5.0,93.0,24.0,16.0
1820,南京,2024-02-24,1.0,-2.0,中雪,阴,1-3,1-3,2.2,1.0,94.0,24.0,0.0
1821,南京,2024-02-25,5.0,-1.0,多云,多云,1-3,1-3,0.0,5.0,80.0,24.0,6.0
1822,南京,2024-02-26,4.0,-1.0,阴,阴,1-3,1-3,0.0,1.0,83.0,25.0,24.0
1823,十堰,2024-02-25,8.0,0.0,多云,雨夹雪,1-3,1-3,0.0,5.0,96.0,3.0,25.0
1824,南京,2024-02-27,8.0,0.0,多云,阴,1-3,1-3,0.0,2.0,84.0,25.0,25.0
1825,南京,2024-02-28,8.0,3.0,小雨,中雨,1-3,1-3,4.8,1.0,95.0,22.0,78.0
1826,十堰,2024-02-26,7.0,0.0,晴,阴,1-3,1-3,0.0,1.0,85.0,24.0,25.0
1827,十堰,2024-02-27,8.0,0.0,阴,阴,1-3,1-3,0.0,5.0,95.0,3.0,25.0
1828,十堰,2024-02-28,6.0,2.0,小雨,雨夹雪,1-3,1-3,1.0,1.0,98.0,1.0,55.0
1829,中卫,2024-02-27,7.0,-5.0,多云,多云,1-3,1-3,0.0,4.0,72.0,23.0,24.0
1830,南京,2024-02-29,8.0,3.0,小雨,阴,3-4,3-4,3.3,1.0,82.0,19.0,69.0
1831,十堰,2024-02-29,7.0,1.0,小雨,阴,1-3,1-3,1.0,1.0,92.0,15.0,55.0
1832,南京,2024-03-01,8.0,-2.0,多云,多云,1-3,1-3,0.0,1.0,72.0,25.0,25.0
1833,十堰,2024-03-01,11.0,0.0,多云,多云,1-3,1-3,0.0,5.0,83.0,24.0,25.0
1834,无锡,2024-02-24,1.0,-1.0,雨夹雪,多云,1-3,1-3,2.5,1.0,90.0,24.0,3.0
1835,中卫,2024-02-28,2.0,-6.0,阴,小雪,1-3,1-3,0.0,1.0,76.0,10.0,15.0
1836,合肥,2024-03-01,6.0,-1.0,小雨,多云,1-3,1-3,1.0,1.0,78.0,24.0,55.0
1837,无锡,2024-02-25,4.0,-1.0,晴,多云,1-3,1-3,0.0,5.0,79.0,24.0,25.0
1838,蚌埠,2024-02-24,1.0,-4.0,雨夹雪,多云,1-3,1-3,5.1,1.0,96.0,20.0,0.0
1839,无锡,2024-02-26,4.0,0.0,阴,多云,1-3,1-3,0.0,1.0,81.0,25.0,25.0
1840,中卫,2024-02-29,1.0,-9.0,小雪,阴,1-3,1-3,1.2,1.0,86.0,16.0,0.0
1841,神农架,2024-02-24,0.0,-2.0,阴,晴,1-3,1-3,0.0,3.0,95.0,21.0,0.0
1842,中卫,2024-03-01,2.0,-9.0,多云,多云,1-3,1-3,0.0,5.0,65.0,24.0,0.0
1843,神农架,2024-02-25,5.0,-1.0,多云,小雪,1-3,1-3,0.0,5.0,98.0,1.0,18.0
1844,郑州,2024-02-24,6.0,-4.0,小雪,多云,1-3,1-3,1.3,3.0,81.0,24.0,40.0
1845,无锡,2024-02-27,9.0,0.0,阴,阴,1-3,1-3,0.0,3.0,85.0,25.0,25.0
1846,神农架,2024-02-26,3.0,-2.0,阴,多云,1-3,1-3,0.0,2.0,95.0,22.0,0.0
1847,蚌埠,2024-02-25,6.0,-2.0,晴,阴,1-3,1-3,0.0,5.0,89.0,25.0,0.0
1848,郑州,2024-02-25,9.0,-2.0,晴,多云,1-3,1-3,0.0,4.0,67.0,25.0,25.0
1849,神农架,2024-02-27,4.0,-2.0,阴,阴,1-3,1-3,0.0,5.0,98.0,1.0,25.0
1850,蚌埠,2024-02-26,4.0,-3.0,阴,阴,1-3,1-3,0.0,1.0,89.0,25.0,24.0
1851,郑州,2024-02-26,6.0,-3.0,雨夹雪,多云,1-3,1-3,2.4,3.0,59.0,25.0,64.0
1852,神农架,2024-02-28,1.0,-1.0,小雪,小雪,1-3,1-3,1.3,1.0,98.0,1.0,12.0
1853,蚌埠,2024-02-27,6.0,-1.0,阴,阴,1-3,1-3,0.0,2.0,88.0,25.0,25.0
1854,蚌埠,2024-02-28,5.0,1.0,小雨,小雨,1-3,1-3,2.4,1.0,97.0,2.0,64.0
1855,蚌埠,2024-02-29,5.0,1.0,小雨,小雨,1-3,1-3,3.1,1.0,86.0,21.0,68.0
1856,神农架,2024-02-29,2.0,-3.0,雨夹雪,小雪,1-3,1-3,5.1,2.0,97.0,14.0,29.0
1857,郑州,2024-02-27,9.0,0.0,晴,阴,1-3,1-3,0.0,5.0,68.0,25.0,25.0
1858,蚌埠,2024-03-01,8.0,-1.0,阴,多云,1-3,1-3,0.0,2.0,76.0,25.0,25.0
1859,郑州,2024-02-28,6.0,1.0,雨夹雪,小雪,1-3,1-3,5.1,1.0,78.0,24.0,40.0
1860,郑州,2024-02-29,7.0,-2.0,阴,阴,1-3,1-3,0.0,1.0,47.0,25.0,18.0
1861,神农架,2024-03-01,5.0,-4.0,雨夹雪,多云,1-3,1-3,2.6,4.0,95.0,21.0,63.0
1862,芜湖,2024-02-24,1.0,-2.0,小雪,多云,1-3,1-3,0.9,1.0,97.0,20.0,2.0
1863,郑州,2024-03-01,8.0,-1.0,多云,晴,1-3,1-3,0.0,2.0,70.0,24.0,25.0
1864,随州,2024-02-24,6.0,-3.0,多云,晴,1-3,1-3,0.0,4.0,95.0,24.0,3.0
1865,芜湖,2024-02-25,7.0,0.0,晴,阴,1-3,1-3,0.0,5.0,91.0,24.0,24.0
1866,安阳,2024-02-24,4.0,-4.0,多云,多云,1-3,1-3,0.0,4.0,86.0,25.0,1.0
1867,随州,2024-02-25,7.0,-1.0,阴,雨夹雪,1-3,1-3,0.0,5.0,90.0,15.0,25.0
1868,芜湖,2024-02-26,4.0,0.0,阴,多云,1-3,1-3,0.0,1.0,90.0,25.0,25.0
1869,无锡,2024-02-28,8.0,3.0,阴,大雨,1-3,1-3,6.3,1.0,96.0,14.0,85.0
1870,随州,2024-02-26,5.0,-3.0,小雪,多云,1-3,1-3,1.1,1.0,87.0,24.0,35.0
1871,芜湖,2024-02-27,7.0,1.0,阴,小雨,1-3,1-3,0.0,1.0,88.0,24.0,15.0
1872,安阳,2024-02-25,8.0,-2.0,晴,阴,1-3,1-3,0.0,4.0,73.0,25.0,25.0
1873,无锡,2024-02-29,7.0,2.0,大雨,阴,1-3,1-3,13.1,1.0,79.0,24.0,76.0
1874,芜湖,2024-02-28,6.0,2.0,小雨,小雨,1-3,1-3,6.3,1.0,97.0,11.0,85.0
1875,无锡,2024-03-01,5.0,-2.0,阴,多云,1-3,1-3,0.0,1.0,61.0,25.0,25.0
1876,随州,2024-02-27,7.0,-1.0,阴,小雨,1-3,1-3,0.0,5.0,95.0,3.0,25.0
1877,芜湖,2024-02-29,6.0,4.0,小雨,小雨,1-3,1-3,3.7,1.0,94.0,7.0,72.0
1878,安阳,2024-02-26,6.0,-2.0,阴,多云,1-3,1-3,0.0,2.0,64.0,24.0,10.0
1879,镇江,2024-02-24,1.0,-3.0,小雪,多云,1-3,1-3,1.0,1.0,95.0,24.0,4.0
1880,随州,2024-02-28,5.0,2.0,小雨,雨夹雪,1-3,1-3,1.1,1.0,89.0,22.0,55.0
1881,芜湖,2024-03-01,6.0,1.0,小雨,阴,1-3,1-3,1.0,1.0,81.0,24.0,55.0
1882,安阳,2024-02-27,8.0,-1.0,多云,阴,1-3,1-3,0.0,4.0,67.0,25.0,20.0
1883,淮南,2024-02-24,0.0,-3.0,雨夹雪,晴,1-3,1-3,5.1,1.0,97.0,17.0,0.0
1884,安阳,2024-02-28,6.0,0.0,阴,小雪,1-3,1-3,0.0,2.0,81.0,24.0,21.0
1885,随州,2024-02-29,5.0,1.0,阴,阴,1-3,1-3,0.0,2.0,91.0,14.0,25.0
1886,淮南,2024-02-25,5.0,-1.0,晴,阴,1-3,1-3,0.0,5.0,92.0,25.0,0.0
1887,安阳,2024-02-29,6.0,-1.0,阴,阴,1-3,1-3,0.0,2.0,56.0,25.0,20.0
1888,随州,2024-03-01,8.0,-2.0,阴,阴,1-3,1-3,0.0,1.0,76.0,25.0,25.0
1889,镇江,2024-02-25,5.0,-2.0,晴,多云,1-3,1-3,0.0,5.0,87.0,24.0,6.0
1890,荆门,2024-02-24,3.0,0.0,晴,晴,1-3,1-3,0.0,2.0,97.0,24.0,0.0
1891,安阳,2024-03-01,7.0,-3.0,阴,晴,1-3,1-3,0.0,3.0,64.0,24.0,0.0
1892,镇江,2024-02-26,4.0,-2.0,阴,多云,1-3,1-3,0.0,2.0,89.0,25.0,25.0
1893,淮南,2024-02-26,4.0,-2.0,阴,阴,1-3,1-3,0.0,1.0,88.0,24.0,24.0
1894,荆门,2024-02-25,5.0,1.0,阴,小雨,1-3,1-3,0.0,5.0,87.0,22.0,5.0
1895,淮南,2024-02-27,5.0,0.0,阴,阴,1-3,1-3,0.0,2.0,85.0,25.0,25.0
1896,镇江,2024-02-27,6.0,0.0,阴,阴,1-3,1-3,0.0,2.0,90.0,25.0,25.0
1897,淮南,2024-02-28,6.0,1.0,小雨,小雨,1-3,1-3,2.8,1.0,98.0,1.0,66.0
1898,镇江,2024-02-28,6.0,1.0,小雨,中雨,1-3,1-3,2.0,1.0,97.0,19.0,55.0
1899,淮南,2024-02-29,5.0,2.0,小雨,小雨,1-3,1-3,2.0,1.0,89.0,20.0,61.0
1900,镇江,2024-02-29,6.0,1.0,中雨,阴,1-3,1-3,5.1,1.0,84.0,22.0,80.0
1901,荆门,2024-02-26,5.0,0.0,晴,多云,1-3,1-3,0.0,2.0,84.0,25.0,25.0
1902,淮南,2024-03-01,8.0,-2.0,小雨,多云,1-3,1-3,1.0,4.0,77.0,25.0,55.0
1903,荆门,2024-02-27,4.0,1.0,阴,小雨,1-3,1-3,0.0,5.0,98.0,1.0,25.0
1904,新乡,2024-02-24,5.0,-4.0,小雪,多云,1-3,1-3,0.9,4.0,83.0,24.0,40.0
1905,镇江,2024-03-01,5.0,-3.0,多云,多云,1-3,1-3,0.0,2.0,68.0,25.0,25.0
1906,苏州,2024-02-24,1.0,0.0,雨夹雪,阴,3-4,1-3,2.4,1.0,89.0,24.0,64.0
1907,马鞍山,2024-02-24,1.0,-2.0,小雪,多云,1-3,1-3,0.8,1.0,92.0,24.0,0.0
1908,新乡,2024-02-25,8.0,-3.0,晴,阴,1-3,1-3,0.0,4.0,74.0,25.0,25.0
1909,荆门,2024-02-28,4.0,1.0,小雨,雨夹雪,1-3,1-3,1.0,1.0,94.0,5.0,55.0
1910,荆门,2024-02-29,5.0,1.0,多云,多云,1-3,1-3,0.0,1.0,91.0,14.0,25.0
1911,马鞍山,2024-02-25,7.0,0.0,晴,阴,1-3,1-3,0.0,5.0,83.0,24.0,17.0
1912,马鞍山,2024-02-26,4.0,0.0,阴,多云,1-3,1-3,0.0,1.0,86.0,25.0,25.0
1913,荆门,2024-03-01,8.0,2.0,多云,多云,1-3,1-3,0.0,2.0,80.0,24.0,25.0
1914,马鞍山,2024-02-27,7.0,0.0,阴,阴,1-3,1-3,0.0,2.0,86.0,25.0,25.0
1915,天门,2024-02-24,2.0,0.0,多云,晴,1-3,1-3,0.0,1.0,96.0,24.0,10.0
